mean, skewness, kurtosis, variance, min, max, rms,fft1,fft2,fft3,fft4,fft5,fft6,fft7,fft8,fft9,fft10,fft11,fft12,fft13,fft14,fft15, label
-0.343809989,-1.984830408,21.67209984,0.004591971,-0.919485445,0.056472768,0.350424428,0.009590599,0.003049872,0.001032342,0.002326226,0.001039281,0.00099394,0.001167563,0.001118162,0.001660633,0.009931855,0.006089798,0.011499549,0.005452669,0.003431693,0.001049787,3
-0.347096424,-3.363316938,39.31922244,0.008374897,-1.285823932,0.161438599,0.358957971,0.014374821,0.001816278,0.000475948,0.003641876,0.002754332,0.00176111,0.001260636,0.000867705,0.00225398,0.018151667,0.016934739,0.017253749,0.015083431,0.00558506,0.000990375,3
-0.34329766,-2.658899391,37.2964102,0.007147592,-1.247476111,0.132265257,0.353554629,0.005282944,0.00327845,0.001339557,0.003914965,0.00242982,0.00094406,0.00255145,0.004138932,0.002568083,0.016657603,0.010773492,0.018482388,0.009223553,0.007376417,0.00131503,3
-0.336391457,1.263124358,22.45878637,0.007060413,-0.848417636,0.277958049,0.346727018,0.003027971,0.000689965,0.002397361,0.002696561,0.000957318,0.00115925,0.002246428,0.001411384,0.00320333,0.018629306,0.016389018,0.010565608,0.009036766,0.007019411,0.001715898,3
-0.347210057,-3.266101805,36.49587024,0.007095458,-1.221969333,0.1063741,0.357281796,0.016534346,0.004268611,0.001111277,0.004218347,0.00189232,0.001912833,0.001309668,0.002222237,0.002578361,0.015888334,0.019632603,0.011075765,0.009037997,0.00566589,0.000899456,3
-0.344101586,-2.001813627,28.94288631,0.004927469,-1.032209891,0.080829094,0.351188512,0.004841414,0.001349317,0.001628742,0.002975917,0.002136191,0.001186756,0.001320948,0.001759267,0.001747,0.010200144,0.009977399,0.008213639,0.005060694,0.004116925,0.001603647,3
-0.342572143,-2.703452375,32.51989006,0.004923496,-1.072755782,0.031931664,0.349684386,0.011363361,0.001860083,0.001047498,0.002600534,0.001143928,0.001456941,0.001971654,0.002187779,0.001227353,0.008748732,0.007320334,0.014202148,0.005569213,0.006948545,0.001836865,3
-0.343262867,0.198172247,47.6298423,0.009946516,-1.299347619,0.687878307,0.357457566,0.009215909,0.001615541,0.00168099,0.003622407,0.001655765,0.002691619,0.002091874,0.001091037,0.003651401,0.025343192,0.019716046,0.016341637,0.017283092,0.008305128,0.001205912,3
-0.33455584,3.833241879,40.62721797,0.008956885,-0.741677894,0.656782818,0.347684475,0.025960163,0.008120326,0.001312996,0.00330714,0.001788301,0.001786004,0.00104798,0.001605731,0.002049529,0.028895046,0.020997578,0.005480408,0.023094181,0.00999236,0.001275491,3
-0.346959569,-3.211517022,39.52212819,0.006925729,-1.23876754,0.139356211,0.356800604,0.021461882,0.003808486,0.000867953,0.004442808,0.001857554,0.001808065,0.001669813,0.001046313,0.002150581,0.021367871,0.014476399,0.013318974,0.008681836,0.004006958,0.001098911,3
-0.343438571,-0.663145487,47.13893735,0.013006186,-1.471692874,0.713646456,0.361878761,0.00119066,0.001541259,0.001577763,0.003827377,0.003519155,0.004626707,0.003598091,0.002235384,0.00248993,0.030027712,0.029523597,0.033730667,0.015620281,0.009702144,0.002526188,3
-0.354010703,-3.766107016,38.62343143,0.009008034,-1.343102713,0.117838171,0.366512771,0.027294784,0.003985972,0.001180208,0.003166787,0.003519033,0.001277345,0.003371481,0.000975696,0.003214622,0.023207092,0.018862553,0.028239067,0.005719903,0.008502748,0.001056692,3
-0.345271058,-1.956345747,26.20205514,0.006894222,-1.111360507,0.11655474,0.355114524,0.008592884,0.003312266,0.001591516,0.004304735,0.003176056,0.000997783,0.00209444,0.001784352,0.003426746,0.025077744,0.017476794,0.00817973,0.005621239,0.007697027,0.001360867,3
-0.349533054,-3.485819256,43.77634759,0.007131011,-1.306095618,0.14902151,0.359589163,0.013391058,0.001979883,0.002505942,0.004993493,0.00143369,0.001353757,0.001654031,0.001055195,0.002106456,0.015058306,0.01334855,0.01560619,0.009942553,0.004605203,0.000883949,3
-0.340248353,2.377514612,26.32004577,0.013218101,-0.915274734,0.714483317,0.359147661,0.010082924,0.00301888,0.002296602,0.005269481,0.002407114,0.001187552,0.00280304,0.001524816,0.007401331,0.043771068,0.031400231,0.007242148,0.021262243,0.007861512,0.002282082,3
-0.332418893,4.735284857,49.88747223,0.015565866,-0.792176037,1.073599853,0.355060821,0.038567257,0.008405448,0.001910933,0.005903221,0.00242484,0.001189252,0.002415826,0.004076927,0.004978802,0.047790284,0.020522227,0.008773295,0.028899806,0.006467863,0.001156833,3
-0.336237782,4.397676812,53.35520573,0.009663854,-0.816631538,0.893136346,0.350313716,0.040014623,0.00437421,0.001312139,0.004506353,0.001527263,0.001293217,0.001662443,0.001815895,0.00298327,0.029636979,0.016956381,0.006175563,0.01992412,0.007621026,0.001200419,3
-0.34615539,-0.46227235,32.32364033,0.005342171,-1.022526778,0.243766449,0.353787684,0.001853793,0.001660124,0.001691828,0.002266915,0.003553519,0.002689909,0.007514115,0.005399591,0.004293533,0.011291926,0.004234859,0.007867324,0.005357574,0.007919795,0.011786886,3
-0.336183906,3.990098764,45.26569082,0.007945708,-0.767327189,0.692928001,0.3478007,0.02000727,0.0027426,0.001869633,0.003148768,0.003407088,0.001164042,0.001371226,0.002258264,0.003335202,0.018926251,0.02279862,0.019166875,0.003124801,0.004167459,0.023129424,3
-0.343589891,1.991288375,25.2997369,0.00656068,-0.835054925,0.392985632,0.353008065,0.005916898,0.00109032,0.00169584,0.004159222,0.001678771,0.001858228,0.001660834,0.001559996,0.003150907,0.014830957,0.013340511,0.005820409,0.007308324,0.007594473,0.001678795,3
-0.346461836,-4.962903175,76.52217812,0.008024025,-1.613692505,0.249341661,0.35785448,0.013819568,0.003908756,0.000861589,0.004254991,0.002949145,0.001356039,0.001878567,0.001305135,0.002465996,0.014930257,0.019201064,0.019675259,0.014178944,0.005110448,0.0011721,3
-0.348638165,-5.067620768,68.53176255,0.008820086,-1.607965738,0.104890146,0.361066,0.025272537,0.005606541,0.001066962,0.004233862,0.00226019,0.00180503,0.003458124,0.002416818,0.003538248,0.017701492,0.015447859,0.019655644,0.009979109,0.00652843,0.001163838,3
-0.348584782,-3.473617269,46.64123111,0.007936317,-1.382033119,0.146327219,0.359788365,0.014840876,0.002814303,0.001471714,0.004247545,0.002704803,0.001537014,0.001232268,0.00195888,0.003326868,0.021556907,0.01482874,0.018690788,0.007098852,0.006120545,0.001582389,3
-0.343098053,0.53302971,24.97308327,0.01126212,-1.214430895,0.412108979,0.359135621,0.0009391,0.00218538,0.001118732,0.00732049,0.002564911,0.001655376,0.002015381,0.003586534,0.003719198,0.029644363,0.025818036,0.022799866,0.009476803,0.012606866,0.003873133,3
-0.35086075,-1.373515705,39.18862297,0.007517681,-1.25168823,0.360645956,0.361415201,0.009310283,0.001947635,0.00143999,0.003679533,0.002988837,0.001136127,0.001422221,0.000847398,0.001675615,0.016608662,0.012737891,0.011930089,0.007165119,0.004576635,0.000903145,3
-0.351895285,-1.79644838,66.86077446,0.011482494,-1.662214359,0.800191321,0.367848863,0.022300687,0.001349528,0.001566274,0.002790483,0.002601972,0.002915473,0.002233248,0.001568917,0.003990069,0.036283873,0.02295913,0.026053772,0.015616067,0.008959665,0.001752778,3
-0.341238464,2.785102877,27.35467671,0.010461445,-0.8615747,0.572033407,0.35623747,0.016475478,0.002288974,0.001362561,0.005060508,0.002997514,0.000716832,0.00264715,0.001011245,0.002443555,0.029611696,0.021814725,0.005459979,0.014707129,0.014134863,0.001052584,3
-0.355514581,-5.275573701,66.18747295,0.009255364,-1.611215942,0.133955049,0.368301482,0.03580583,0.004464938,0.001027513,0.002622559,0.002748788,0.004834993,0.003353663,0.002400114,0.00368679,0.017165015,0.031350677,0.028211045,0.007775646,0.005091064,0.003839339,3
-0.337305965,6.640117273,83.56821289,0.017178217,-0.775272327,1.453115138,0.361875022,0.031512384,0.015786373,0.002686906,0.00296452,0.003526182,0.001914097,0.00443504,0.013213911,0.008378616,0.034022608,0.045005431,0.023360826,0.044569633,0.01441523,0.006310251,3
-0.341471731,5.937536959,83.44608419,0.01839272,-1.067581195,1.530598505,0.367417559,0.031634355,0.009692251,0.00349175,0.004846764,0.004187497,0.002265349,0.004145801,0.006727894,0.007188886,0.041053754,0.047262285,0.026720511,0.053089674,0.015273821,0.007632017,3
-0.342909277,1.685330274,22.28891609,0.010837035,-0.929379182,0.473962073,0.358362676,0.006915493,0.002338836,0.001737765,0.004354208,0.002381797,0.000939434,0.003076039,0.001718975,0.005165454,0.042993294,0.029026618,0.008090997,0.00662114,0.011318634,0.001784818,3
-0.347839688,0.635004377,18.79409783,0.008210326,-0.85898724,0.322649188,0.359447874,0.001294659,0.001274903,0.001161506,0.006532875,0.002807944,0.001016341,0.002104845,0.001188067,0.003690206,0.026914111,0.022445946,0.004111347,0.010577457,0.005279806,0.001546213,3
-0.35683263,-2.986806516,51.79410861,0.016053973,-1.732195728,0.61061186,0.378660136,0.014895288,0.003037537,0.001124622,0.004620711,0.004270522,0.004416271,0.004911443,0.002597715,0.004310234,0.052013751,0.041585645,0.029587603,0.016346278,0.012132877,0.001679524,3
-0.358041803,-6.330908974,83.8430478,0.013870598,-2.020881967,0.171362456,0.376914487,0.044212053,0.011246501,0.00196791,0.004109719,0.002577173,0.002730235,0.004763448,0.004067667,0.005117987,0.031367088,0.037052654,0.03080628,0.012047186,0.012509436,0.001538175,3
-0.347490671,-1.386551638,39.22130864,0.004796289,-1.153514437,0.230491367,0.354324789,0.002025969,0.001005777,0.002588594,0.00364599,0.001666829,0.001011204,0.002504036,0.001552021,0.001626658,0.012648653,0.008894214,0.007805266,0.004435609,0.004053283,0.001075022,3
-0.35128471,2.474028085,42.32102684,0.009243882,-0.979012528,0.703204175,0.364204379,0.001417217,0.001778573,0.002540801,0.003206479,0.002668267,0.001445447,0.001147886,0.002825158,0.003803833,0.02558889,0.018813028,0.011191613,0.011940771,0.007315315,0.000723172,3
-0.345974229,2.063921197,22.61594103,0.009571203,-0.896894519,0.474337705,0.359540499,0.026231961,0.00191562,0.001336892,0.004636097,0.001986347,0.000896065,0.001561743,0.001643411,0.003253633,0.035457639,0.017236288,0.0055729,0.011806289,0.012082581,0.001708132,3
-0.344270717,5.166534316,58.41119089,0.014406361,-0.787545764,1.112854142,0.364593866,0.020696425,0.011490372,0.002880137,0.002622172,0.002950734,0.001115788,0.001508227,0.006349864,0.003706908,0.040543823,0.04134702,0.014989449,0.029086047,0.007075574,0.003253667,3
-0.352156267,1.189625993,31.64470758,0.01698104,-1.225702677,0.793560735,0.37549311,0.001942588,0.001179034,0.003211232,0.00433302,0.003821347,0.003393484,0.002802352,0.002293781,0.006417941,0.064031353,0.034881383,0.030633194,0.014642544,0.010405591,0.001304411,3
-0.304433882,2.001301755,23.89154126,0.006477482,-0.706993268,0.397538563,0.314892793,0.001005269,0.004509664,0.003289383,0.018551484,0.002322891,0.0009726,0.00220397,0.006078084,0.001449373,0.008448218,0.003733165,0.003022605,0.014867644,0.010970262,0.004802974,4
-0.306104838,0.513069777,12.93358155,0.010239338,-0.872101924,0.251661792,0.32239651,0.002124492,0.005225504,0.004287603,0.024515716,0.002176713,0.000920096,0.003089253,0.00314441,0.002860961,0.019581595,0.009902049,0.016690883,0.021148015,0.023459489,0.012154957,4
-0.30463352,-2.192933217,38.57726007,0.013047492,-1.419134337,0.399625386,0.325344546,0.001509027,0.013349126,0.003216299,0.010050569,0.002923595,0.004007664,0.007452164,0.009856627,0.003757777,0.014381045,0.009002005,0.022205991,0.027223842,0.018087783,0.020134656,4
-0.302455846,0.070956381,16.71769725,0.006779966,-0.926027299,0.16833639,0.313463722,0.001099762,0.002661926,0.002829176,0.011334574,0.002620279,0.001418215,0.001780723,0.005825484,0.002216157,0.010489576,0.012189392,0.013147767,0.004960247,0.051820698,0.002466859,4
-0.30730369,-0.444063159,40.72993155,0.005945496,-1.049696414,0.382586227,0.316829693,0.000892738,0.001068558,0.001916325,0.005230579,0.006613767,0.003517367,0.003187664,0.005305185,0.00879245,0.005638377,0.004726952,0.008490112,0.019824606,0.00817507,0.005277537,4
-0.305080686,2.318321014,35.05858424,0.006338726,-0.695065898,0.554111001,0.315298194,0.001564375,0.004809298,0.006680542,0.005164832,0.002655035,0.003431759,0.004729251,0.004272428,0.002920868,0.013600713,0.007305446,0.004151247,0.008408749,0.006079886,0.006212761,4
-0.304924268,-0.191456487,23.70546189,0.006101471,-1.004241023,0.193188284,0.314770202,0.001409786,0.000819741,0.003979923,0.01142301,0.004693983,0.001292277,0.002442764,0.006114719,0.000753815,0.007423844,0.007346231,0.007637071,0.007591452,0.007360976,0.005837309,4
-0.304882126,-1.427457468,36.39435652,0.004002097,-1.00323231,0.167925068,0.311376313,0.00063203,0.002064757,0.004202174,0.007416541,0.001713911,0.001393816,0.001484397,0.004607713,0.001301195,0.003878709,0.004603482,0.005590383,0.004588386,0.002881984,0.002242184,4
-0.309723915,4.802353198,63.91986173,0.01067954,-0.836083034,0.980778433,0.326509484,0.001621494,0.001966623,0.003334377,0.015301709,0.001753554,0.001865542,0.003989767,0.008396514,0.004626867,0.027509306,0.015846752,0.005716726,0.039845242,0.018501098,0.004022998,4
-0.304796792,0.05817829,13.1212191,0.007524235,-0.828089692,0.149313835,0.31689954,0.001898591,0.026358378,0.006267397,0.020280775,0.002122181,0.000833431,0.002666721,0.002523422,0.00232412,0.009512362,0.01007715,0.002483604,0.009239173,0.009222456,0.002850993,4
-0.306367677,3.111135026,36.59438471,0.008298297,-0.722223669,0.631202476,0.31962392,0.000999387,0.001583589,0.001835551,0.021341738,0.002250595,0.001019366,0.002942071,0.007310519,0.005112531,0.013516057,0.005938793,0.004282358,0.025618278,0.006133287,0.002304579,4
-0.304685247,0.500560071,18.41222838,0.011242896,-1.038891425,0.41815968,0.322608116,0.002301258,0.031747852,0.005611567,0.029754983,0.005155554,0.001444155,0.0010452,0.006472398,0.002383231,0.009688562,0.012437118,0.002085219,0.034114171,0.012557715,0.003140074,4
-0.306543271,2.419858682,39.98056429,0.009846628,-0.890808628,0.734079376,0.32220398,0.000664838,0.001892906,0.002425006,0.025098529,0.002910756,0.001763925,0.004282267,0.002925955,0.002011008,0.010952428,0.006102366,0.007741803,0.036273673,0.011616057,0.003017445,4
-0.302047256,-2.775456439,52.03578729,0.016905935,-1.713883554,0.673869109,0.328844158,0.001701136,0.032363142,0.003792669,0.012567773,0.005962803,0.005205944,0.007130972,0.010253786,0.003866102,0.017063277,0.008248946,0.037469768,0.042718379,0.020587717,0.013602771,4
-0.306159802,-0.101088919,48.43452975,0.009261392,-1.214277572,0.66422716,0.320928678,0.001274158,0.003484192,0.002561151,0.02044921,0.00296302,0.004036049,0.00547629,0.001893532,0.004244707,0.015546906,0.010531537,0.010658068,0.029152419,0.008619866,0.002683739,4
-0.306379653,0.518069871,10.24166579,0.006668381,-0.69305458,0.103201231,0.3170755,0.00059179,0.012752202,0.004235354,0.023924079,0.00134749,0.000855465,0.002121256,0.002218376,0.002909796,0.009470212,0.006120618,0.005267814,0.010227548,0.01101496,0.004502903,4
-0.305926102,0.184837901,13.87725743,0.006170087,-0.849928768,0.136451199,0.315849437,0.001100545,0.015546404,0.004953865,0.01572747,0.003556358,0.000694565,0.001278071,0.00377626,0.001302918,0.007372207,0.003555828,0.003958385,0.010992585,0.010039591,0.002279787,4
-0.309011477,1.661342941,22.45081172,0.004277321,-0.649933144,0.237709229,0.315856635,0.000910814,0.000979098,0.00254509,0.0105406,0.001637603,0.000757245,0.001201787,0.001943262,0.002293948,0.004984037,0.003567579,0.003024041,0.011071779,0.004382587,0.001293415,4
-0.305650728,-1.990649286,52.43800193,0.007766236,-1.36461562,0.455917311,0.318101562,0.00139325,0.004549826,0.001781505,0.006682848,0.003238653,0.004124107,0.003041062,0.001369408,0.001752317,0.009689658,0.005192755,0.015263885,0.013835294,0.008881051,0.004621144,4
-0.307067476,2.954420474,48.36352588,0.010776944,-0.958206116,0.903007342,0.324140987,0.000903048,0.003119669,0.005246858,0.020314393,0.005520365,0.001864129,0.00662084,0.00526129,0.003145738,0.014383218,0.006940134,0.008141498,0.039701024,0.008309497,0.003694894,4
-0.305299789,1.62127846,27.18005953,0.007038851,-0.834440982,0.433170147,0.316617769,0.001066028,0.003241652,0.005261996,0.013584352,0.002579001,0.000751905,0.001652898,0.007220344,0.002409112,0.00638018,0.00583824,0.001985721,0.01347258,0.009183117,0.001871225,4
-0.306295962,0.610774783,32.56567788,0.014503092,-1.273585299,0.791752226,0.329120508,0.000885444,0.015905865,0.006045747,0.018881328,0.003606001,0.003139484,0.005475014,0.001909243,0.001620649,0.006588716,0.004865006,0.019301218,0.04293381,0.016606663,0.015185472,4
-0.304973967,-1.782059633,62.46726874,0.008974818,-1.469784839,0.622489346,0.319349243,0.001353475,0.012152506,0.003978749,0.011627307,0.004208871,0.003242324,0.005786975,0.002521814,0.001458536,0.007236063,0.005107288,0.013174213,0.023386083,0.013065936,0.005639748,4
-0.307148091,-1.792635753,52.81532017,0.009383781,-1.371820364,0.579307251,0.322061688,0.000638339,0.019523867,0.004218453,0.006881767,0.005307999,0.003734743,0.005970104,0.001710369,0.002545928,0.011122732,0.004434707,0.014198669,0.027646114,0.011223968,0.004840608,4
-0.303579483,3.522841111,43.099129,0.005671555,-0.68894692,0.536751647,0.312781165,0.001700964,0.002123894,0.001880229,0.011439711,0.001739039,0.001374286,0.00156402,0.005447482,0.00321416,0.010427486,0.006029418,0.00221631,0.020632917,0.007585218,0.001502494,4
-0.304156791,0.832447238,10.18783108,0.005549902,-0.6735372,0.079934828,0.313147338,0.000405819,0.007555005,0.003224305,0.013044634,0.001713628,0.001222842,0.001682728,0.001336426,0.001338906,0.006802272,0.007242739,0.005218945,0.004487085,0.012236747,0.007138661,4
-0.303367532,-2.528578472,53.73515462,0.007214613,-1.301793365,0.393886897,0.315034081,0.001520162,0.007576544,0.002414328,0.0088083,0.003244508,0.004802435,0.007106929,0.003046701,0.001779109,0.013508592,0.00458213,0.010546368,0.018472897,0.007482901,0.003556816,4
-0.305340509,0.270283274,14.67538437,0.006568262,-0.863494384,0.229321255,0.315913103,0.001637543,0.004517443,0.00312623,0.015888913,0.003606417,0.001392619,0.001792929,0.002712876,0.00097453,0.004504011,0.003699887,0.010818074,0.008711686,0.006652123,0.005098638,4
-0.308542637,0.506691928,39.4603039,0.006436712,-0.961567558,0.454624896,0.318802871,0.001102612,0.00180462,0.003341621,0.010815484,0.001466911,0.00292939,0.006354244,0.001622229,0.001782306,0.01058522,0.004975293,0.007147338,0.026446189,0.007536552,0.002446928,4
-0.308393704,3.365200002,54.75373143,0.032679603,-1.481408391,1.752955499,0.357472069,0.001850453,0.005079958,0.007425365,0.035957446,0.003202584,0.004071851,0.018447222,0.022818252,0.010319543,0.037397069,0.015194421,0.02603332,0.17869488,0.040031459,0.009309687,4
-0.309281061,2.206369238,31.26166899,0.007553659,-0.764044231,0.523889731,0.321260694,0.00126723,0.004868554,0.00217635,0.01251849,0.004160124,0.000717349,0.001345942,0.00517362,0.004025944,0.015705454,0.00965262,0.00287937,0.013631385,0.006755004,0.001268192,4
-0.311304573,1.629652641,45.08864113,0.006667237,-0.987395048,0.585072364,0.321835011,0.000862252,0.004632674,0.003750316,0.004908083,0.002426497,0.001745104,0.001321421,0.001587675,0.001961559,0.017897623,0.012544014,0.005207961,0.016949378,0.003583823,0.002148728,4
-0.307158297,0.232497603,20.18473059,0.004548013,-0.88751201,0.146492776,0.314474533,0.00180944,0.002926934,0.003847207,0.009620237,0.001819798,0.001112175,0.001645841,0.004069673,0.001288694,0.004176638,0.004246833,0.007768969,0.002460787,0.003979192,0.002092785,4
-0.303393619,0.012938667,20.6325971,0.00541401,-0.94768989,0.169514038,0.312188562,0.000701286,0.002084323,0.003502936,0.008529956,0.002948569,0.000776047,0.001603672,0.003780289,0.001314616,0.006326169,0.007493857,0.005832052,0.004308416,0.004987519,0.003250829,4
-0.305688184,2.937992548,46.32980853,0.006921688,-0.823798772,0.624272269,0.31680744,0.000815271,0.001987389,0.002881067,0.010795867,0.001930001,0.002077863,0.002198167,0.002900652,0.002911567,0.02076197,0.009644177,0.005051848,0.019557054,0.006360963,0.00120804,4
-0.304735274,-0.294580947,43.19417992,0.005077279,-1.089652329,0.298048839,0.312955054,0.000993466,0.001473589,0.003787413,0.004010463,0.001146622,0.000998665,0.002618082,0.004675659,0.001127151,0.005845053,0.006917238,0.007239248,0.004516611,0.005159295,0.003442385,4
-0.306240538,-2.528082654,50.71967406,0.007182974,-1.288242849,0.283245362,0.317751854,0.000499514,0.003246545,0.004406112,0.006109834,0.002475299,0.002049414,0.002756971,0.00649725,0.002390589,0.008281602,0.005859744,0.014321745,0.016109732,0.009803114,0.005160495,4
-0.30358032,-2.254925737,50.20801213,0.017220454,-1.772257423,0.673652245,0.330728688,0.001249987,0.013719498,0.006849061,0.008172139,0.003017283,0.003545488,0.004757592,0.011610539,0.003923113,0.023193015,0.016319894,0.049910204,0.04888482,0.023036775,0.014618561,4
-0.30594963,-2.111290262,48.00194555,0.008176754,-1.299009831,0.400865594,0.319032805,0.001359664,0.005083787,0.003612956,0.005867078,0.003838201,0.002280591,0.003007848,0.007406573,0.00168879,0.007341767,0.004852317,0.017371826,0.013381536,0.011390104,0.008277702,4
-0.305951792,-0.647602876,60.08652334,0.011992132,-1.504411761,0.85498043,0.32495943,0.001217016,0.017290109,0.002375873,0.007410592,0.002664555,0.005698529,0.01158285,0.002407414,0.002974597,0.016197771,0.009296154,0.01441041,0.036252621,0.01370693,0.005320084,4
-0.309118361,-0.601653528,29.91471205,0.016743882,-1.455002034,0.600726687,0.335109001,0.001312899,0.004366162,0.007250222,0.015741595,0.002774052,0.001870699,0.003462859,0.009675626,0.002399814,0.016009953,0.018199193,0.045688605,0.037712547,0.032587915,0.018139798,4
-0.309079616,-2.059058115,43.71005672,0.014886059,-1.579137412,0.529155752,0.332289433,0.00165018,0.015210923,0.003148605,0.011798108,0.002857429,0.004566123,0.007077083,0.011684676,0.00398602,0.013701442,0.00878457,0.022167139,0.048680534,0.021040749,0.013415172,4
-0.302723708,0.515192745,21.3875634,0.005704835,-0.936628898,0.193894373,0.312003971,0.002122165,0.002860023,0.002770676,0.009462101,0.002172704,0.000683981,0.002492704,0.002699284,0.000945229,0.00850903,0.004413321,0.008363981,0.004237046,0.009844776,0.003241019,4
-0.304608283,2.681729559,37.22299009,0.005462997,-0.699322109,0.499493431,0.313447289,0.002441966,0.001747511,0.005439996,0.006213868,0.002561879,0.00105392,0.001114871,0.003972638,0.001276354,0.006916824,0.003832844,0.004143412,0.010836024,0.004998098,0.001941227,4
-0.30794536,-1.693522525,43.98328538,0.010729916,-1.386657603,0.529591202,0.324900386,0.00144907,0.007006345,0.001930436,0.019193962,0.003275998,0.004440671,0.003775842,0.004629064,0.004171324,0.022880879,0.008989587,0.012546076,0.032608546,0.021653143,0.006520431,4
-0.307008517,0.889293862,26.14126434,0.00913929,-1.108928775,0.458669264,0.321548626,0.001238349,0.003643898,0.00267299,0.009581905,0.002215623,0.000646574,0.003885805,0.004317409,0.001626231,0.011068297,0.012803608,0.016736766,0.007164727,0.012640833,0.007877121,4
-0.307903036,0.368473504,13.25207723,0.007839497,-0.842341104,0.193796386,0.320380675,0.000934616,0.011120032,0.003156738,0.017909163,0.002800873,0.001299708,0.002382902,0.002529655,0.001625197,0.005226173,0.005396886,0.016498829,0.014016162,0.016392408,0.009987072,4
-0.316116361,2.824555872,37.67381515,0.006955347,-0.812952609,0.531202743,0.326932563,0.002136855,0.001518558,0.001904024,0.013050447,0.004997132,0.002351588,0.0015058,0.006189627,0.006547913,0.003077133,0.009459242,0.011996236,0.004521732,0.031619035,0.005917442,4
-0.316455966,0.704152558,35.68521539,0.012734378,-1.171604122,0.777609288,0.335974339,0.0023617,0.014936536,0.003694812,0.006668197,0.009074996,0.001927966,0.004951586,0.010675636,0.00237431,0.014583913,0.007574798,0.010412786,0.008074799,0.041120282,0.09810729,4
-0.315564592,1.118462371,24.5022978,0.009549427,-0.982496457,0.495125826,0.330348965,0.001533259,0.006888367,0.004362694,0.027598586,0.004221797,0.001439086,0.003233845,0.013811614,0.003000072,0.004975467,0.004963777,0.004986372,0.033920029,0.009662811,0.005327557,4
-0.320666494,2.309075094,34.22658531,0.010645609,-0.873506235,0.71406194,0.336856957,0.001639409,0.001494349,0.00264142,0.028129212,0.003909541,0.001356909,0.002379278,0.005589053,0.003415709,0.01209477,0.004547635,0.005260362,0.030677331,0.00925644,0.00468153,4
-0.320570171,-1.515988271,31.73849485,0.006336533,-1.018904962,0.254983626,0.330305566,0.000493122,0.003985963,0.0030857,0.009623148,0.003785169,0.001313268,0.003462944,0.004059724,0.003101243,0.005387632,0.004385676,0.01086378,0.008472126,0.005210719,0.00376547,4
-0.314952481,0.81628268,34.37388103,0.020967051,-1.458167368,0.992059518,0.346644076,0.002306847,0.034198688,0.006612175,0.018608743,0.006386094,0.003134898,0.007526942,0.001515525,0.003136269,0.019449331,0.007763808,0.029585035,0.075859387,0.0209644,0.017272823,4
-0.316522909,-0.076314876,12.8097882,0.01078447,-0.919236841,0.28427862,0.333123434,0.001361018,0.037194401,0.007876553,0.030829477,0.004712689,0.000771499,0.002791874,0.002340554,0.002018043,0.005149273,0.004984709,0.01313722,0.043710622,0.003727008,0.002622212,4
-0.31509503,-1.135880499,26.20590885,0.008716334,-1.097615463,0.288804168,0.328635378,0.000713231,0.005823025,0.008088441,0.011252697,0.003631889,0.001773721,0.003452964,0.004106727,0.001389058,0.009326725,0.004722779,0.010127867,0.027542386,0.011219608,0.010651005,4
-0.360873628,3.267593762,40.85208122,0.01207014,-0.918947839,0.811954696,0.37722661,0.003364,0.003901008,0.004417816,0.004943231,0.003050761,0.001758867,0.002303402,0.00352891,0.005534039,0.051953972,0.013099795,0.014867404,0.022673699,0.007970414,0.002112009,5
-0.364330118,-1.690273539,31.8492472,0.006622462,-1.126977356,0.199756924,0.373308046,0.002447155,0.002430962,0.00094469,0.00272006,0.00292342,0.000959534,0.003686728,0.008391205,0.001897849,0.018561126,0.014456683,0.02396246,0.006082777,0.009645069,0.002037826,5
-0.358702576,0.853693771,11.24168908,0.011367891,-0.857912681,0.24236558,0.37421308,0.006808714,0.004186844,0.002640281,0.007023543,0.002247552,0.001454463,0.005318193,0.003296233,0.003655534,0.038954104,0.035060862,0.011640729,0.013244433,0.012074536,0.004816744,5
-0.363345081,0.196668595,15.81721779,0.005593467,-0.839145714,0.164006454,0.370962417,0.002729884,0.001211757,0.000915684,0.003385051,0.001456331,0.001010984,0.002974786,0.001532323,0.002600758,0.029040751,0.020415876,0.004112267,0.005234851,0.00530374,0.001634024,5
-0.365692594,2.290818454,54.90597831,0.008103127,-1.109234387,0.705260486,0.376608816,0.001735362,0.001299066,0.001855943,0.001476001,0.003136866,0.001796626,0.003444424,0.004431712,0.00375601,0.026676406,0.01294114,0.012046084,0.010294299,0.007576948,0.001858832,5
-0.369737312,-4.612236941,58.56096419,0.009985251,-1.588331052,0.214034192,0.383002521,0.019394863,0.005310284,0.001737623,0.004213314,0.003081723,0.001870695,0.011772941,0.001895893,0.002455907,0.03329335,0.023299568,0.026939784,0.012156085,0.007754195,0.003553301,5
-0.371330799,-5.662738356,85.43995497,0.011705082,-1.869794236,0.283786776,0.38677079,0.01074033,0.008033523,0.002044474,0.002337652,0.006957282,0.005855157,0.010782383,0.004478061,0.00450463,0.006645281,0.01682366,0.041787736,0.025942065,0.014259854,0.005062653,5
-0.370775032,-5.070113216,66.15448876,0.006606233,-1.455339733,0.071493112,0.379579185,0.018381015,0.005327386,0.006177359,0.00245515,0.00821636,0.002958589,0.008536278,0.003387823,0.007003154,0.005815224,0.011616255,0.006708342,0.005472711,0.010246528,0.008325303,5
